"206,884";"109";"5 เม.ย.2015 02:30";"6.2";"6.1";"252.1";"30.9";"-";"ปกติ"
"206,938";"109";"5 เม.ย.2015 03:00";"6.2";"6.1";"252.0";"30.9";"-";"ปกติ"
"207,000";"109";"5 เม.ย.2015 03:30";"6.1";"6.1";"252.1";"30.9";"-";"ปกติ"
"207,054";"109";"5 เม.ย.2015 04:00";"6.2";"6.1";"252.2";"30.9";"-";"ปกติ"
"207,116";"109";"5 เม.ย.2015 04:30";"6.2";"6.2";"252.2";"30.9";"-";"ปกติ"
"207,170";"109";"5 เม.ย.2015 05:00";"6.2";"6.1";"252.3";"30.9";"-";"ปกติ"
"207,232";"109";"5 เม.ย.2015 05:30";"6.2";"6.1";"252.4";"30.8";"-";"ปกติ"
"207,286";"109";"5 เม.ย.2015 06:00";"6.1";"6.0";"252.5";"30.8";"-";"ปกติ"
"207,348";"109";"5 เม.ย.2015 06:30";"6.1";"6.0";"252.5";"30.8";"-";"ปกติ"
"207,402";"109";"5 เม.ย.2015 07:00";"6.1";"6.1";"252.4";"30.8";"-";"ปกติ"
"207,464";"109";"5 เม.ย.2015 07:30";"6.1";"6.1";"252.4";"30.8";"-";"ปกติ"
"207,518";"109";"5 เม.ย.2015 08:00";"6.1";"6.2";"252.3";"30.8";"-";"ปกติ"
"207,579";"109";"5 เม.ย.2015 08:30";"6.2";"6.3";"252.2";"30.9";"-";"ปกติ"
"207,633";"109";"5 เม.ย.2015 09:00";"6.2";"6.4";"252.0";"30.9";"-";"ปกติ"
"207,694";"109";"5 เม.ย.2015 09:30";"6.2";"6.4";"252.0";"31.0";"-";"ปกติ"
"207,747";"109";"5 เม.ย.2015 10:00";"6.2";"6.7";"251.9";"31.1";"-";"ปกติ"
"207,809";"109";"5 เม.ย.2015 10:30";"6.2";"6.9";"251.9";"31.3";"-";"ปกติ"
"207,862";"109";"5 เม.ย.2015 11:00";"6.3";"7.1";"251.8";"31.4";"-";"ปกติ"
"207,923";"109";"5 เม.ย.2015 11:30";"6.3";"6.8";"252.1";"31.5";"-";"ปกติ"
